image_name,original_resolution,upscaled_resolution,lpips_score,status,model_used,scale_used
512__image_0170.jpg,867x1300,867x1300,,kept,none,1
512__image_0171.jpg,990x1300,990x1300,,kept,none,1
512__image_0172.jpg,867x1300,867x1300,,kept,none,1
512__image_0173.jpg,730x1300,730x1300,,kept,none,1
512__image_0176.jpg,868x1300,868x1300,,kept,none,1
512__image_0177.jpg,868x1300,868x1300,,kept,none,1
512__image_0178.jpg,867x1300,867x1300,,kept,none,1
512__image_0181.jpg,861x1300,861x1300,,kept,none,1
512__image_0183.jpg,865x1300,865x1300,,kept,none,1
512__image_0186.jpg,975x1300,975x1300,,kept,none,1
512__image_0188.jpg,867x1300,867x1300,,kept,none,1
512__image_0192.jpg,975x1300,975x1300,,kept,none,1
512__image_0196.jpg,999x1300,999x1300,,kept,none,1
512__image_0198.jpg,731x1300,731x1300,,kept,none,1
512__image_0199.jpg,1280x853,1280x853,,kept,none,1
512__image_0200.jpg,854x1280,854x1280,,kept,none,1
512__image_0201.jpg,854x1280,854x1280,,kept,none,1
512__image_0202.jpg,854x1280,854x1280,,kept,none,1
512__image_0203.jpg,853x1280,853x1280,,kept,none,1
512__image_0204.jpg,811x1280,811x1280,,kept,none,1
512__image_0205.jpg,848x1280,848x1280,,kept,none,1
512__image_0206.jpg,848x1280,848x1280,,kept,none,1
512__image_0207.jpg,853x1280,853x1280,,kept,none,1
512__image_0208.jpg,1280x853,1280x853,,kept,none,1
512__image_0209.jpg,853x1280,853x1280,,kept,none,1
512__image_0210.jpg,1280x853,1280x853,,kept,none,1
512__image_0211.jpg,720x1280,720x1280,,kept,none,1
512__image_0212.jpg,1280x853,1280x853,,kept,none,1
512__image_0213.jpg,1280x853,1280x853,,kept,none,1
512__image_0214.jpg,1280x853,1280x853,,kept,none,1
512__image_0215.jpg,1280x853,1280x853,,kept,none,1
512__image_0216.jpg,839x1280,839x1280,,kept,none,1
512__image_0217.jpg,1280x853,1280x853,,kept,none,1
512__image_0218.jpg,853x1280,853x1280,,kept,none,1
512__image_0219.jpg,960x1280,960x1280,,kept,none,1
512__image_0220.jpg,853x1280,853x1280,,kept,none,1
512__image_0221.jpg,853x1280,853x1280,,kept,none,1
512__image_0222.jpg,853x1280,853x1280,,kept,none,1
512__image_0223.jpg,853x1280,853x1280,,kept,none,1
512__image_0224.jpg,1280x853,1280x853,,kept,none,1
512__image_0226.jpg,853x1280,853x1280,,kept,none,1
512__image_0227.jpg,1280x730,1280x730,,kept,none,1
512__image_0228.jpg,1280x853,1280x853,,kept,none,1
512__image_0229.jpg,1280x853,1280x853,,kept,none,1
512__image_0230.jpg,989x1280,989x1280,,kept,none,1
512__image_0231.jpg,731x1280,731x1280,,kept,none,1
512__image_0232.jpg,1280x853,1280x853,,kept,none,1
512__image_0233.jpg,1280x853,1280x853,,kept,none,1
512__image_0234.jpg,1280x853,1280x853,,kept,none,1
512__image_0235.jpg,1280x850,1280x850,,kept,none,1
512__image_0236.jpg,853x1280,853x1280,,kept,none,1
512__image_0237.jpg,960x1280,960x1280,,kept,none,1
512__image_0238.jpg,1280x853,1280x853,,kept,none,1
512__image_0239.jpg,1024x1280,1024x1280,,kept,none,1
512__image_0240.jpg,1280x853,1280x853,,kept,none,1
512__image_0241.jpg,1280x853,1280x853,,kept,none,1
512__image_0242.jpg,853x1280,853x1280,,kept,none,1
512__image_0243.jpg,1280x862,1280x862,,kept,none,1
512__image_0244.jpg,1280x860,1280x860,,kept,none,1
512__image_0245.jpg,1280x960,1280x960,,kept,none,1
512__image_0246.jpg,853x1280,853x1280,,kept,none,1
512__image_0247.jpg,1280x853,1280x853,,kept,none,1
512__image_0248.jpg,853x1280,853x1280,,kept,none,1
512__image_0249.jpg,1280x909,1280x909,,kept,none,1
512__image_0250.jpg,1280x800,1280x800,,kept,none,1
512__image_0251.jpg,1280x853,1280x853,,kept,none,1
512__image_0252.jpg,768x1280,768x1280,,kept,none,1
512__image_0253.jpg,1280x853,1280x853,,kept,none,1
512__image_0254.jpg,853x1280,853x1280,,kept,none,1
512__image_0255.jpg,853x1280,853x1280,,kept,none,1
512__image_0256.jpg,1280x853,1280x853,,kept,none,1
512__image_0258.jpg,1280x842,1280x842,,kept,none,1
512__image_0259.jpg,853x1280,853x1280,,kept,none,1
512__image_0260.jpg,1024x1280,1024x1280,,kept,none,1
512__image_0261.jpg,1280x960,1280x960,,kept,none,1
512__image_0262.jpg,1280x853,1280x853,,kept,none,1
512__image_0263.jpg,1280x868,1280x868,,kept,none,1
512__image_0265.jpg,1280x855,1280x855,,kept,none,1
512__image_0266.jpg,853x1280,853x1280,,kept,none,1
512__image_0267.jpg,1280x960,1280x960,,kept,none,1
512__image_0268.jpg,1280x853,1280x853,,kept,none,1
512__image_0269.jpg,1280x853,1280x853,,kept,none,1
512__image_0270.jpg,1280x853,1280x853,,kept,none,1
512__image_0271.jpg,1280x853,1280x853,,kept,none,1
512__image_0272.jpg,960x1280,960x1280,,kept,none,1
512__image_0273.jpg,853x1280,853x1280,,kept,none,1
512__image_0274.jpg,1280x853,1280x853,,kept,none,1
512__image_0275.jpg,1280x606,1280x606,,kept,none,1
512__image_0276.jpg,1280x853,1280x853,,kept,none,1
512__image_0277.jpg,1280x853,1280x853,,kept,none,1
512__image_0278.jpg,853x1280,853x1280,,kept,none,1
512__image_0279.jpg,853x1280,853x1280,,kept,none,1
512__image_0280.jpg,1280x853,1280x853,,kept,none,1
512__image_0281.jpg,1280x853,1280x853,,kept,none,1
512__image_0282.jpg,854x1280,854x1280,,kept,none,1
512__image_0283.jpg,853x1280,853x1280,,kept,none,1
512__image_0284.jpg,1280x853,1280x853,,kept,none,1
512__image_0285.jpg,1280x853,1280x853,,kept,none,1
512__image_0286.jpg,1280x853,1280x853,,kept,none,1
512__image_0287.jpg,998x1280,998x1280,,kept,none,1
512__image_0288.jpg,1280x851,1280x851,,kept,none,1
512__image_0289.jpg,853x1280,853x1280,,kept,none,1
512__image_0290.jpg,1280x853,1280x853,,kept,none,1
512__image_0291.jpg,1280x854,1280x854,,kept,none,1
512__image_0292.jpg,1280x806,1280x806,,kept,none,1
512__image_0293.jpg,1280x853,1280x853,,kept,none,1
512__image_0294.jpg,1280x686,1280x686,,kept,none,1
512__image_0295.jpg,1280x853,1280x853,,kept,none,1
512__image_0296.jpg,1280x960,1280x960,,kept,none,1
512__image_0297.jpg,960x1280,960x1280,,kept,none,1
512__image_0298.jpg,1280x853,1280x853,,kept,none,1
512__image_0299.jpg,1280x853,1280x853,,kept,none,1
512__image_0300.jpg,1280x853,1280x853,,kept,none,1
512__image_0301.jpg,1280x853,1280x853,,kept,none,1
512__image_0302.jpg,853x1280,853x1280,,kept,none,1
512__image_0303.jpg,1280x853,1280x853,,kept,none,1
512__image_0304.jpg,1280x853,1280x853,,kept,none,1
512__image_0305.jpg,1280x853,1280x853,,kept,none,1
512__image_0308.jpg,1280x853,1280x853,,kept,none,1
512__image_0343.jpg,960x1280,960x1280,,kept,none,1
512__image_0344.jpg,960x1280,960x1280,,kept,none,1
512__image_0345.jpg,960x1280,960x1280,,kept,none,1
512__image_0346.jpg,960x1280,960x1280,,kept,none,1
512__image_0347.jpg,853x1280,853x1280,,kept,none,1
512__image_0348.jpg,853x1280,853x1280,,kept,none,1
512__image_0349.jpg,853x1280,853x1280,,kept,none,1
512__image_0350.jpg,853x1280,853x1280,,kept,none,1
512__image_0351.jpg,853x1280,853x1280,,kept,none,1
512__image_0352.jpg,853x1280,853x1280,,kept,none,1
512__image_0353.jpg,853x1280,853x1280,,kept,none,1
512__image_0354.jpg,853x1280,853x1280,,kept,none,1
512__image_0355.jpg,853x1280,853x1280,,kept,none,1
512__image_0356.jpg,853x1280,853x1280,,kept,none,1
512__image_0357.jpg,960x1280,960x1280,,kept,none,1
512__image_0358.jpg,960x1280,960x1280,,kept,none,1
512__image_0359.jpg,853x1280,853x1280,,kept,none,1
512__image_0360.jpg,853x1280,853x1280,,kept,none,1
512__image_0361.jpg,853x1280,853x1280,,kept,none,1
512__image_0363.jpg,853x1280,853x1280,,kept,none,1
512__image_0364.jpg,853x1280,853x1280,,kept,none,1
512__image_0365.jpg,853x1280,853x1280,,kept,none,1
512__image_0366.jpg,853x1280,853x1280,,kept,none,1
512__image_0367.jpg,853x1280,853x1280,,kept,none,1
512__image_0368.jpg,853x1280,853x1280,,kept,none,1
512__image_0369.jpg,853x1280,853x1280,,kept,none,1
512__image_0370.jpg,853x1280,853x1280,,kept,none,1
512__image_0371.jpg,853x1280,853x1280,,kept,none,1
512__image_0372.jpg,1280x880,1280x880,,kept,none,1
512__image_0373.jpg,1080x810,1080x810,,kept,none,1
512__image_0374.jpg,1080x720,1080x720,,kept,none,1
512__image_0375.jpg,1080x810,1080x810,,kept,none,1
512__image_0376.jpg,1080x702,1080x702,,kept,none,1
512__image_0377.jpg,1080x720,1080x720,,kept,none,1
512__image_0378.jpg,1080x720,1080x720,,kept,none,1
512__image_0379.jpg,1080x720,1080x720,,kept,none,1
512__image_0380.jpg,1080x720,1080x720,,kept,none,1
512__image_0381.jpg,1080x720,1080x720,,kept,none,1
512__image_0382.jpg,1080x720,1080x720,,kept,none,1
512__image_0383.jpg,1080x720,1080x720,,kept,none,1
512__image_0384.jpg,1080x720,1080x720,,kept,none,1
512__image_0385.jpg,1080x715,1080x715,,kept,none,1
512__image_0386.jpg,1080x720,1080x720,,kept,none,1
512__image_0387.jpg,1080x720,1080x720,,kept,none,1
512__image_0388.jpg,1080x810,1080x810,,kept,none,1
512__image_0389.jpg,1080x720,1080x720,,kept,none,1
512__image_0390.jpg,1080x720,1080x720,,kept,none,1
512__image_0391.jpg,1080x721,1080x721,,kept,none,1
512__image_0392.jpg,1080x720,1080x720,,kept,none,1
512__image_0393.jpg,1080x720,1080x720,,kept,none,1
512__image_0394.jpg,1080x720,1080x720,,kept,none,1
512__image_0395.jpg,1080x720,1080x720,,kept,none,1
512__image_0396.jpg,1080x720,1080x720,,kept,none,1
512__image_0397.jpg,1080x845,1080x845,,kept,none,1
512__image_0398.jpg,1080x720,1080x720,,kept,none,1
512__image_0399.jpg,1080x720,1080x720,,kept,none,1
512__image_0400.jpg,1080x720,1080x720,,kept,none,1
512__image_0401.jpg,1080x720,1080x720,,kept,none,1
512__image_0402.jpg,1080x720,1080x720,,kept,none,1
512__image_0403.jpg,1080x720,1080x720,,kept,none,1
512__image_0404.jpg,1080x720,1080x720,,kept,none,1
512__image_0405.jpg,1080x810,1080x810,,kept,none,1
512__image_0406.jpg,1080x720,1080x720,,kept,none,1
512__image_0407.jpg,1080x720,1080x720,,kept,none,1
512__image_0408.jpg,1080x720,1080x720,,kept,none,1
512__image_0409.jpg,1080x720,1080x720,,kept,none,1
512__image_0410.jpg,1080x720,1080x720,,kept,none,1
512__image_0411.jpg,1080x720,1080x720,,kept,none,1
512__image_0412.jpg,1080x608,1080x608,,kept,none,1
512__image_0413.jpg,1080x608,1080x608,,kept,none,1
512__image_0414.jpg,1080x720,1080x720,,kept,none,1
512__image_0415.jpg,1080x721,1080x721,,kept,none,1
512__image_0416.jpg,1080x720,1080x720,,kept,none,1
512__image_0417.jpg,1080x720,1080x720,,kept,none,1
512__image_0418.jpg,1080x607,1080x607,,kept,none,1
512__image_0419.jpg,1080x810,1080x810,,kept,none,1
512__image_0420.jpg,1080x720,1080x720,,kept,none,1
512__image_0421.jpg,1080x720,1080x720,,kept,none,1
512__image_0422.jpg,1080x720,1080x720,,kept,none,1
512__image_0423.jpg,1080x720,1080x720,,kept,none,1
512__image_0424.jpg,1080x717,1080x717,,kept,none,1
512__image_0425.jpg,1080x720,1080x720,,kept,none,1
512__image_0426.jpg,1080x721,1080x721,,kept,none,1
512__image_0427.jpg,1080x720,1080x720,,kept,none,1
512__image_0428.jpg,1080x810,1080x810,,kept,none,1
512__image_0429.jpg,1080x608,1080x608,,kept,none,1
512__image_0430.jpg,1080x710,1080x710,,kept,none,1
512__image_0431.jpg,1080x720,1080x720,,kept,none,1
512__image_0432.jpg,1080x720,1080x720,,kept,none,1
512__image_0433.jpg,1080x810,1080x810,,kept,none,1
512__image_0434.jpg,1080x608,1080x608,,kept,none,1
